artist_id,artist_name,genre,artist_hotness
978,Erik Hassle,pop rock,0.4742477254549576
979,An Cafe,dance rock,0.3138666001571988
980,Galactic,jazz funk,0.4589872578660966
981,Michael Bloomfield,blues-rock,0.37217987785740625
982,Soul Embraced,christian metal,0.3528241940138724
983,At All Cost,post-hardcore,0.32220637004400293
984,William Coulter,celtic,0.33884644901412925
985,Phil Spector,all-female,0.38797334626045266
986,Barrabas,disco,0.15692030923791844
987,Malcolm McLaren,electronic,0.5459755310631972
988,Birmingham Jubilee Singers,gospel,0.0
989,Capleton,dancehall,0.41005362267597006
990,Steve Erquiaga,smooth jazz,0.3606256705962805
991,Avril Lavigne,teen pop,0.5985967446153173
992,Mickey And The Students,protopunk,0.0
993,Bumblefoot,alternative metal,0.4484074421231136
994,The Moody Blues,british invasion,0.5302628134274219
995,Frankie Randall,easy listening,0.0
996,Arturo Sandoval,latin jazz,0.423527584809167
997,Tommy Overstreet,country rock,0.2795154797568439
998,Coven,country rock,0.37237853797937387
999,Kzss & Atma,jungle music,0.0
1000,Professor Longhair,louisiana blues,0.40205489673447026
1001,Stelios Dionisiou,greek,0.0
1002,J.C. Lodge,lovers rock,0.17676690144433763
1003,Hubert Kah,europop,0.4008793986169208
1004,M,hard trance,0.38490224958868957
1005,Piero Umiliani,jazz funk,0.3825457946011871
1006,Tabu Ley Rochereau,soukous,0.3323241784354463
1007,Dead Prez,hip hop,0.4695138996962497
1008,Sergio Mendes / Black Eyed Peas,samba,0.41760148824822674
1009,Janice Vidal,cantonese pop,0.42960159282364857
1010,El Gran Silencio,cumbia,0.37549448349380743
1011,Les Bantous De La Capitale,congo,0.2733657514287392
1012,Sivuca,brazilian jazz,0.3243342048085304
1013,Luis Alberto Spinetta,rock 'n roll,0.4398438541325515
1014,Blind Boy Fuller,country blues,0.3601702712487263
1015,Paula Santoro,brazilian pop music,0.2899706669120855
1016,Sunscreem,progressive house,0.3861804160792181
1017,Louis Prima And Keely Smith,space age pop,0.390828595508114
1018,Robert Lockwood_ Jr.,delta blues,0.34107330104708233
1019,Jeremy Spencer,blues-rock,0.2060203719845676
1020,The Velvet Underground,experimental rock,0.49849797268552654
1021,Kingston Trio,folk-pop,0.2951171938923701
1022,D' Militante,stand-up comedy,0.2982716057137917
1023,Michelle & Vickie,chinese music,0.2618160974506479
1024,Pamelo Mounk'a,congo,0.2550112582896334
1025,Los Fernandos,hip house,0.0
1026,Kool Savas,garage rock,0.4494236346936823
1027,Rainie Yang,chinese music,0.3700959288306926
1028,Little Eva,pop rock,0.3845495279364634
1029,New Order,alternative dance,0.522047955191613
1030,Damone,chill-out,0.3900238465815571
1031,Joe Turner,jump blues,0.3645865754085436
1032,DeGarmo & Key,ccm,0.3188342314584762
1033,David Bowie,dance rock,0.5749214233398637
1034,Klaus Badelt,chill-out,0.4693403742592461
1035,Charlotte Gainsbourg,pop,0.5200496881789747
1036,Aerosmith,blues-rock,0.6107314629039089
1037,Enter the Haggis,celtic rock,0.4073868296459371
1038,Mac McAnally,singer-songwriter,0.43786601240820106
1039,T.O.K.,dancehall,0.4343463055601184
1040,Leo Gandelman,brazilian jazz,0.39043497326886406
1041,Bill Laswell,future jazz,0.4040397337752738
1042,Francis Lai,space age pop,0.3717110940407555
1043,Herbst9_ Z'ev,dark ambient,0.3532566792643859
1044,Del Tha Funkee Homosapien,hip hop,0.4584394682388324
1045,Crazy Horse,country rock,0.3421923104603396
1046,Sam Butera & The Witnesses,easy listening,0.33632703171319706
1047,Lee Ritenour / Jeff Mironov,instrumental pop,0.14468466090957882
1048,Helmet,rapcore,0.49007958418342873
1049,Dine et Déon,french pop,0.1781988200402047
1050,Martin Denny,exotica,0.3773829172606488
1051,DJ Nasty,bass music,0.3028554195218622
1052,Santana,blues-rock,0.6277651347772472
1053,Ray Sandoval,flamenco,0.0
1054,Amalia Avgoustaki,greek,0.0
1055,Shaman,progressive trance,0.41664411403796237
1056,K-OS,trip hop,0.43069704628908106
1057,Elva Hsiao,j pop,0.3745312554413246
1058,Delbert McClinton,blues-rock,0.449668690751983
1059,Gloria De Haven,easy listening,0.035307947174398106
1060,Rhian Benson,broken beat,0.38941401403392173
1061,Bessie Smith,chicago blues,0.4047980682617259
1062,MC5,garage rock,0.4514660603634324
1063,Tommy Torres,reggaeton,0.4160192338658662
1064,Les Malpolis,chanson,0.2712505962615699
1065,Washboard Sam,delta blues,0.3267503339737977
1066,Shirley Caesar,symphony,0.3702735189662959
1067,Fun Lovin' Criminals,blues-rock,0.4848767189541058
1068,Los Chunguitos,flamenco,0.3723565875336241
1069,OutKast,dirty south rap,0.5744970259575144
1070,Warrant,hard rock,0.4891498166277913
1071,IYOV,digital hardcore,0.23581602829943166
1072,Otis Taylor,country blues,0.3948844378399719
1073,Laron aka Swan featuring Alexander East,ghetto tech,0.0
1074,Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,opera,0.3636108646465248
1075,Righteous Brothers,blue-eyed soul,0.46070367444999755
1076,Five Fingers of Funk,funk metal,0.0
1077,Michael Whalen,meditation,0.3607449844101112
1078,Tonic,post-grunge,0.5243189204702463
1079,The Grip Weeds,glam rock,0.3282365836777532
1080,Andy & Lucas,flamenco,0.4003877565967999
1081,Móveis Coloniais de Acaju,samba,0.4187410848441621
1082,John D. Loudermilk,blues-rock,0.28737003459245986
1083,Jay Pérez,tejano,0.38623768283972165
1084,Kenny Rogers,country rock,0.6199959503398087
1085,Wednesday 13's Frankenstein Drag Queens From Planet 13,horror punk,0.37144710585388685
1086,Dub Pistols feat. Lindy Layton & Rodney P,big beat,0.417068912495152
1087,Darwin's Waiting Room,nu metal,0.33581192038236024
1088,André Minvielle,jazz,0.4202743299019397
1089,Hassan Annouri feat. Cassandra Steen,hip hop,0.3577843123968623
1090,Gaiteros de Pillopo,gaita,0.1386397166544471
1091,Paul Taylor / Terry Dexter,smooth jazz,0.4292610290645234
1092,Andreas Dorau,tech house,0.3824265842017741
1093,Bukue One,jungle music,0.25764971054375224
1094,Hiram Bullock,jazz funk,0.3119835949586138
1095,Serpentine,new romantic,0.2984483114383103
1096,Thomas Dolby,pop rock,0.3842305629725106
1097,Barbara Lusch,jazz,0.0
1098,Raphaël,chanson,0.3861516314132549
1099,Martha Wainwright,folk-pop,0.49756873428189957
1100,Boondox,rap rock,0.4604565427851655
1101,Rene Touzet,exotica,0.2491274550133321
1102,Michael McDonald,ballad,0.5633626935877487
1103,Free,blues-rock,0.46860458056906307
1104,Leo Ku,cantonese pop,0.36062871613623815
1105,The Pineapple Thief,neo-progressive,0.48519826314379494
1106,Buddy Jewell,bluegrass,0.4116085797684982
1107,Demonbreed,thrash core,0.0
1108,Joe Heaney,irish folk,0.28857861572516413
1109,Cerati-Melero,electronica,0.42978028579125227
1110,Remmy Ongala,soukous,0.27343951065957456
1111,The Last,garage rock,0.3200591127934485
1112,House Of Lords,tech house,0.3647761705608955
1113,Helen O'Connell,vocal jazz,0.3007431863328622
1114,The Sun Harbor's Chorus-Documentary Recordings,patriotic,0.2491372295395512
1115,DCS,bhangra,0.08229222642033474
1116,Kraftwerk,electronic,0.5204121100542216
1117,Singing Melody,dancehall,0.32600887327943756
1118,FFH,ccm,0.4610265205475154
1119,Bill & Gloria Gaither,country gospel,0.3333034182734665
1120,Willie Clancy,disco,0.2848243557918731
1121,Chris Clark,motown,0.3984699599085864
1122,GWAR,comedy rock,0.475085634411099
1123,Gran Coquivacoa,gaita,0.3665278019554403
1124,Sick Puppies,post-grunge,0.6751177188292041
1125,Gary Nichols,country blues,0.3864701422367919
1126,James Newton Howard,instrumental pop,0.4453218782746221
1127,Ray Charles,blues,0.6732072749561442
1128,Geggy Tah,post-grunge,0.33533510832863395
1129,Los Fabulosos Cadillacs,ska,0.5217266477912379
1130,Loretta Lynn,honky tonk,0.4105411031232666
1131,Joe Rogan,comedy,0.3792228610861676
1132,Mista,dubstep,0.31222084325279886
1133,Unearth,post-hardcore,0.48740699447692937
1134,Bob Marley,reggae,0.570106511951141
1135,Brian Free & Assurance,southern gospel,0.374335194759447
1136,Dream Warriors,jazz rap,0.3426523772480887
1137,The In Crowd / Jah Stitch,freakbeat,0.37847830910582686
1138,The Fray,piano rock,0.6613493642822156
1139,Groucho Marx,doo-wop,0.4346218524642435
1140,Alceu Valença,brazilian pop music,0.3667134316255126
1141,Skeeter Davis,country rock,0.39579127377388607
1142,Tito Puente,salsa,0.48072478092092114
1143,Memphis La Blusera,chicago blues,0.3167245506978163
1144,One Block Radius,pop rap,0.40609267653163234
1145,Various Indian Tribes,ethnic,0.137659673230993
1146,Timo Maas,progressive house,0.3966195656003381
1147,Anat Ben David,tech house,0.0
1148,Twila Paris,ccm,0.40123912170697235
1149,Bob Carlisle,ccm,0.38852729330596053
1150,The Michael Stanley Band,heartland rock,0.29498661655523356
1151,Mariano Yanani,lullaby,0.313866099580293
1152,Rikk Agnew,alternative rock,0.3245977144658262
1153,Eminem,hip hop,0.8048304278312782
1154,Barry Manilow,soft rock,0.5437060505168373
1155,Carlos Baute,cumbia,0.5128121029400006
1156,Marga Gomez,comedy,0.22842866681038249
1157,Dexys Midnight Runners,folk rock,0.4894582584706414
1158,Jean-Jacques Goldman,chanson,0.44925387694771113
1159,Etienne de Crécy ,deep house,0.3933694061464494
1160,T-la Rock,hip hop,0.2911835206512724
1161,Kent,post-grunge,0.4875956476957864
1162,Silent Stream Of Godless Elegy,doom metal,0.36239821314660947
1163,Stiff Meat,melbourne,0.0
1164,Asterisk*,hard trance,0.2947268761139814
1165,Jimi Hendrix,blues-rock,0.58786915221849
1166,Dr. Elmo,parody,0.39837312273653963
1167,Tommy Castro,electric blues,0.4155828806804246
1168,Panzer AG,industrial dance,0.37361111191126956
1169,Gus Cannon,trip hop,0.24547271751908598
1170,Suicide,experimental rock,0.39490889693257647
1171,William Orbit,progressive house,0.42495308411251165
1172,Point Of Grace,ccm,0.5371062839197978
1173,Jack Johnson,rock,0.6774824794324045
1174,Max Melvin,downtempo,0.34429029612096723
1175,Plagia,ghetto tech,0.0
1176,Hollywood Bowl Orchestra / John Mauceri,los angeles,0.0
1177,Sylvester Weaver,country blues,0.3243706612189497
1178,Blue October,post-grunge,0.4907686688369641
1179,X,heavy metal,0.4107435775323873
1180,Intars Busulis,experimental pop,0.3389928026035713
1181,Broadcast,dream pop,0.467885511383105
1182,Fiona,chinese music,0.3836779824609243
1183,Carl Crack,broken beat,0.29478990364016155
1184,France D'Amour,dance rock,0.30557927835168064
1185,Phil Collins,soft rock,0.5783016335967479
1186,Teena Marie,disco,0.44393019272579715
1187,Mindless Self Indulgence,rap metal,0.4858814589995483
1188,Mandi,pop folk,0.29550162193232155
1189,The Color Red,post-grunge,0.3736852595616823
1190,Jim Bryson,singer-songwriter,0.4278169893069124
1191,Irreversíveis,rock,0.0
1192,Information Society,freestyle,0.4308976087151808
1193,Marcie Blane,doo-wop,0.3049119117083977
1194,Curtis Mayfield,chicago soul,0.49530669341111583
1195,PMD,hip hop,0.39746763608485836
1196,Alain Morisod,chill-out,0.2941618819859714
1197,Tom Cochrane,heartland rock,0.3717867334568803
1198,Gold City,southern gospel,0.3965213030824702
1199,Roy Drusky,country rock,0.3065186000380746
1200,SAF,hardcore hip hop,0.27896016225281267
1201,Gym Class Heroes,hip hop,0.5634035658694969
1202,Jape Squad,melbourne,0.2482997980885748
1203,Frankee,hard trance,0.3717772284051001
1204,Williamson,neofolk,0.3278752947930538
1205,Operator,post-grunge,0.40193641451485435
1206,The Stooges,experimental rock,0.49705095869202826
1207,Dntel,glitch,0.4777989877125818
1208,David Meece,ccm,0.3102989963854615
1209,Harvey Averne,boogaloo,0.2769974849624899
1210,Tyrone Taylor,lovers rock,0.29939278719775364
1211,Shanadoo,europop,0.336141578129392
1212,Erik Berglund,folk-pop,0.3361911556849339
1213,Günter Noris,beat,0.0
1214,Moonspell,sympho black metal,0.4998263135401019
1215,Chico Hamilton,jazz funk,0.351675722091874
1216,Andréa,italian disco,0.3551074869408719
1217,Azukx,hardstyle,0.0
1218,Steve Azar,tech house,0.3943452753722506
1219,Kenny Neal,swamp blues,0.3830103278372053
1220,Ghorwane,marrabenta,0.0
1221,Nichols,zouk,0.30878765630404553
1222,Ennio Morricone,easy listening,0.526846925183824
1223,Vaselines,twee pop,0.41781909051467636
1224,Beto Cuevas,indietronica,0.3646299080219927
1225,Catia Werneck,bossa nova,0.3516797712222428
1226,Off Broadway,power pop,0.3412599123452491
1227,Hélio Ziskind,banda,0.0
1228,Memphis Minnie,country blues,0.36064422701589893
1229,Steel Pulse,roots reggae,0.5029746364184818
1230,Mississippi John Hurt,delta blues,0.4010984647697447
1231,Caspa,dubstep,0.42236400761809517
1232,Pacha Massive,trip hop,0.4209454860338134
1233,Kardinal Offishall / Keri Hilson,dancehall,0.522822342055758
1234,THE COOKIES,cantonese pop,0.3128277665798783
1235,Peppermint Creeps,glam rock,0.335469461590953
1236,M Sane,san francisco bay area,0.0
1237,Oesch's die Dritten,folk,0.138461596356064
1238,Vanessa Daou,chill-out,0.40358823765010066
1239,Dark Fortress,sympho black metal,0.41652939963732327
1240,Gloria,smooth jazz,0.441537878476653
1241,Wilshire,ccm,0.29145182123693636
1242,Legacy Five,country gospel,0.36735534360917704
1243,Seal,dance pop,0.5800131829395042
1244,Nickelback,alternative metal,0.779968004597178
1245,Angélica María,los angeles,0.3099016828429698
1246,Nicholas Hooper,soundtrack,0.4358082848637359
1247,The Ocean,sludge metal,0.46549967912041307
1248,Los Solitarios,screamo,0.29911257953883963
1249,Glen Washington,lovers rock,0.301246881415998
1250,Josh Groban,pop rock,0.7551499130578622
1251,Josh White,delta blues,0.35102262079534835
1252,The Paynes,southern gospel,0.0
1253,Bacilos,vallenato,0.40070522715058843
1254,4Him,ccm,0.44859380261178367
1255,Scalplock,grindcore,0.2933211251884678
1256,Juggler,ragga jungle,0.3150656045394659
1257,Cursed,hardcore punk,0.4072397164458532
1258,The Fever,dance-punk,0.3394049885161382
1259,KRS-One,hip hop,0.5204895709802003
1260,Carlos Vives,vallenato,0.41325469345890786
1261,Tito Rodriguez_ Louie Ramirez,mambo,0.2386963500981182
1262,Margaret Smith,stand-up comedy,0.2996562255076095
1263,John Tchicai,free jazz,0.281396284444565
1264,Toots Thielemans,latin jazz,0.43676906970906904
1265,Tad,grunge,0.3989088977214786
1266,The Frequency,chill-out,0.33504177703727017
1267,Giorgos Tsalikis,pop folk,0.0
1268,MDO,teen pop,0.34440544457021643
1269,Leigh Jones,neo soul,0.3730007395759258
1270,Between The Buried And Me,alternative metal,0.5465451619554416
1271,Tania Maria,latin jazz,0.39759432410586093
1272,Massiel,europop,0.2908353640317867
1273,Micachu,grime,0.40502545533074
1274,Static-X,industrial metal,0.5608197692618571
1275,Paso Doble,europop,0.0
1276,Webb Wilder,roots rock,0.2227941249810687
1277,Gruppo Jazz Marca,cool jazz,0.0
1278,Atman,downtempo,0.37456025292704015
1279,Shakedown,deep house,0.4060625503033698
1280,Parachute Band,ccm,0.44194516051412097
1281,Leonid Rudenko,chill-out,0.3493144074839537
1282,Wilmington Chester Mass Choir,southern gospel,0.14468466090957882
1283,Stewart Francke,roots rock,0.28600751794159174
1284,James Last,orchestra,0.38065635952956267
1285,5th Ward Boyz,hip hop,0.32954332248799556
1286,Bill Perkins,latin jazz,0.3258459451753698
1287,Spliff,pop rock,0.3586856662337679
1288,Bert Kaempfert And His Orchestra,easy listening,0.42380844353697666
1289,Rachel Portman,soft rock,0.39428262114457113
1290,Miossec,chanson,0.357663447690192
1291,Memphis Sheiks,country blues,0.0
1292,Atari Teenage Riot,breakcore,0.44387567634355013
1293,My Chemical Romance,emo,0.7660761644197827
1294,Sleepy John Estes,country blues,0.35303574014515915
1295,The Mad Capsule Markets,hard rock,0.4370505575231345
1296,Roger Williams,instrumental pop,0.4179822750090275
1297,Alice Cooper,shock rock,0.6077927514628412
1298,Aiden,post-hardcore,0.5004591506589332
1299,Cal Tjader,latin jazz,0.3690768705489907
1300,Zaïko Langa Langa,soukous,0.2755932754375726
1301,Rebecca Lynn Howard,country rock,0.43266935290740416
1302,Dive,modern rock,0.3456102035553218
1303,Brand X,jazz fusion,0.3636756770511417
1304,Virtuoso,flamenco,0.40062430869163634
1305,Karen Peck And New River,country gospel,0.37383289436536393
1306,Judy Mowatt,roots reggae,0.3400800143022967
1307,Paul Rodgers,blues-rock,0.3645566762673935
1308,David Cook,post-grunge,0.5307720852414254
1309,Knack,british pop,0.4394389955271936
1310,Mulberry Lane,folk-pop,0.3404974164956164
1311,Liars,experimental rock,0.42041261759961973
1312,Naseebo Lal_ Arif Lohar,italian disco,0.0
1313,DJ Taz,gangster rap,0.240551990468017
1314,Gabriel Yared,latin jazz,0.39904208143240477
1315,Starless & Bible Black,swamp rock,0.2515999237274326
1316,Gustavo A. Santaolalla,folk,0.40662621742204
1317,Widespread Bloodshed,power violence,0.2800618575440023
1318,Smut Peddlers,dirty rap,0.36103455642998344
1319,Afrob feat. Sarah,pop rap,0.368196028137103
1320,Shinehead,dancehall,0.41136413214629225
1321,Milo,hard house,0.4185121703637773
1322,Zeca Baleiro,brazilian pop music,0.4251262082120833
1323,Ol' Dirty Bastard,hip hop,0.4675520207316884
1324,The Lord Weird Slough Feg,folk metal,0.42138826495338527
1325,Six Brown Brothers,ragtime,0.0
1326,Mario Garcia,tribal house,0.27392333863599866
1327,Eddie Jones,r&b,0.3191196017893604
1328,Audio Adrenaline,ccm,0.5162343840837891
1329,Zuma,electro,0.33455514556052596
1330,Nick Conolly,singer-songwriter,0.0
1331,Rupa & the April Fishes,tango,0.37986810994256437
1332,Vitamin C,teen pop,0.39780370725195013
1333,Freddie King,texas blues,0.3825930008756608
1334,Amoral,death metal,0.4142756816409491
1335,Steve Vai,instrumental rock,0.543954417055839
1336,K's Choice,post-grunge,0.45121923689083615
1337,The Fabulous Thunderbirds,blues-rock,0.42935351499935154
1338,Wang Chung,pop rock,0.44136658534263323
1339,Tex Williams,western swing,0.31364777110715686
1340,Faithless,progressive house,0.5485336545339214
1341,Jo Privat,gypsy jazz,0.3208501295544305
1342,Marion Harris,ragtime,0.3257178029642499
1343,Ice Cube,gangster rap,0.5577556747785098
1344,Rick Astley,dance pop,0.5074642431149818
1345,US Coast Guard Band,patriotic,0.27775367234636034
1346,Lollipop Lust Kill,industrial metal,0.38407978443986024
1347,Georges Brassens,chanson,0.3942896621203247
1348,Chariots,visual kei,0.32281438442796573
1349,Apache Indian,dancehall,0.3609609597234233
1350,J. Karjalainen & Mustat Lasit,suomi rock,0.37144982486635364
1351,Kari Tapio,german pop,0.2784255160496253
1352,Mink DeVille,blues-rock,0.36786933874359073
1353,Steve Chou,chinese music,0.29624881058023994
1354,Cantara,chill-out,0.0
1355,Mongo Santamaria,latin jazz,0.36005330653898404
1356,Vincenzo Bellini,deep house,0.3760144930305397
1357,Christian Quast,tech house,0.25116592509237207
1358,Evolution,progressive house,0.4228460327165041
1359,Theodor Zox,tech house,0.3361063415448203
1360,Mix Mob,rapcore,0.33353892446888
1361,Erja Lyytinen,blues-rock,0.3487366981482638
1362,Cake,post-grunge,0.6506658682742238
1363,Oldelaf et Monsieur D,los angeles,0.2799760250330418
1364,Goldfinger,ska punk,0.5222778974185658
1365,The Embarrassment,jangle pop,0.3623717208148473
1366,Tiny Bradshaw,piano blues,0.301772341979143
1367,Latif,hip house,0.34481362496248247
1368,Otis Spann,piano blues,0.36868937254805195
1369,Matteo Bonfanti e i maledetti,glam,0.0
1370,Beyoncé,hip hop,0.6120672682978017
1371,A Perfect Murder,groove metal,0.3987271229661493
1372,Solomon,hip pop,0.3412658413564567
1373,Curtis,breakbeat,0.2559413156234322
1374,Toby Emerson,melodic trance,0.40718985626248494
1375,Deep Forest,chill-out,0.45553772197617337
1376,Tampa Red,east coast blues,0.3546029258766705
1377,Every Time I Die,alternative metal,0.564855750476682
1378,Lifer,nu metal,0.381044109296661
1379,The Dee Jays,freakbeat,0.19708910133658306
1380,Diamond D,hip hop,0.3854253249925463
1381,Corona,europop,0.3988625972568107
1382,The White Stripes,blues-rock,0.6538972174277825
1383,2Fresh,boogaloo,0.25707591521548795
1384,Ndala Kasheba,soukous,0.0
1385,Joe McBride,smooth jazz,0.33894696915778594
1386,Lady Saw,dancehall,0.44032607280862934
1387,The Stranglers,pop rock,0.47274827273176656
1388,Hot Club Of Detroit,gypsy jazz,0.3091394974851341
1389,Funeral For A Friend,post-hardcore,0.5904492768121657
1390,Lyrics Born,hip hop,0.5121972430113413
1391,George Michael,rock,0.5457307001135414
1392,Tulipunaruusut,humppa,0.20728595283543555
1393,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,blues-rock,0.36491403453505683
1394,Babe Ruth,neo-progressive,0.34863014215936494
1395,Joe Satriani,instrumental rock,0.6222089601294355
1396,Charlie Haden & Chris Anderson,free jazz,0.3753748194868852
1397,Rokia Traoré,afrobeat,0.3596629972544362
1398,Speaker,dub,0.32123723379103947
1399,Christos Kedras,nu jazz,0.13232928552293502
1400,Michael Gettel,chamber jazz,0.3337708451653926
1401,Restless Heart,country rock,0.44720665684404026
1402,David Evans,memphis blues,0.2480246869211474
1403,Will Pan,chinese music,0.35944751217008625
1404,Uriah Heep,heavy metal,0.47920455769377673
1405,Stress Assassin,dub,0.3199800325552832
1406,Margaret Becker,ccm,0.4041576710256122
1407,Abracadabra,hard trance,0.30497274472426045
1408,Orchids,doo-wop,0.3805651678346358
1409,Juan Carlos Baglietto,tango,0.386630836509906
1410,Sugarbomb,post-grunge,0.3518418956973318
1411,Bounty Killer,dancehall,0.39327449140462534
1412,Mago de Oz,folk rock,0.5314117519895055
1413,Quinteto Violado,brazilian pop music,0.3205201351139909
1414,Dead To Me,skate punk,0.4337287814263827
1415,Paloalto,post-grunge,0.4055961953475206
1416,Darryl Worley,soft rock,0.5167640302671827
1417,Mykill Miers,hip hop,0.3265559051117419
1418,Jarvis Church,r&b,0.0
1419,Damita Jo,rock 'n roll,0.28489406124365585
1420,Ministère des Affaires Populaires,musette,0.2764458834928463
1421,Alain Turban,chanson,0.0
1422,2 Minutos,skate punk,0.372462979783255
1423,April Wine,pop rock,0.4104772001409885
1424,Estrellas Cubanas,charanga,0.0
1425,Al Denson,ccm,0.28048218729929586
1426,The Chap,future jazz,0.457611173992295
1427,Máire Brennan,irish folk,0.3858780577405268
1428,Twista,gangster rap,0.5938083651752645
1429,Dictators,rock 'n roll,0.3647356115183538
1430,The Accursed,oi,0.31872616158614475
1431,Eddy Raven,zydeco,0.3447211111720015
1432,Fabolous,gangster rap,0.5400077502099329
1433,Sulk,pop rock,0.31791328227769183
1434,Ben E. King,brill building pop,0.47878007430730035
1435,Sergio Franchi,ballad,0.3456373395988333
1436,The London Pops Orchestra,easy listening,0.24453220533902725
1437,Edwin Hawkins,italian disco,0.14468466090957882
1438,Lonnie Johnson,jazz blues,0.4048271165593455
1439,F.l.y.,modern rock,0.3485523530660074
1440,Orbit,hardstyle,0.29690520738607173
1441,Bob Dylan,blues-rock,0.6333399087018368
1442,Orlando Pops Orchestra,orchestra,0.3116155449734521
1443,Geiom Ft. Marita,dubstep,0.38091717062497904
1444,Rhian Sheehan,trip hop,0.41478065907349704
1445,David Saylor,soul,0.0
1446,Roy Brown,jump blues,0.36773193521021486
1447,Mest,ska punk,0.45009338235070345
1448,Cumberland Quartet,country gospel,0.0
1449,Five Blind Boys of Alabama,soul blues,0.42427111444565735
1450,Blind Willie McTell,country blues,0.3853449137330586
1451,Hushabye Baby,country,0.365514003262653
1452,Arco Iris,acid jazz,0.31545346268902497
1453,Shania Twain,country rock,0.5463261195519407
1454,Les Rythmes Digitales/ Tzant Feat. ODC MC,big beat,0.3760663614521953
1455,Akon,hip hop,0.8267770134906597
1456,Since The Flood,hardcore metal,0.3618785097829961
1457,Yank Rachell,country blues,0.0
1458,La Mancha De Rolando,german pop,0.3528954417518173
1459,Larry Graham & Graham Central Station,motown,0.350657334499842
1460,Johnny Pacheco/Rolando La Serie,salsa,0.34154441251964296
1461,Barley Bree,irish folk,0.0
1462,Carl Smith,honky tonk,0.3517177511209014
1463,Storyville,blues-rock,0.34870219952008724
1464,Tony Martin,heavy metal,0.35021816030205055
1465,Jah Cure,roots reggae,0.5196368555463167
1466,James Carter,soul jazz,0.33902074672128857
1467,Mithotyn,viking metal,0.36110593753746045
1468,Beres Hammond,lovers rock,0.453371188064994
1469,UK Subs,oi,0.43469691279710654
1470,Embrace the End,death core,0.42017659351689324
1471,Steve Green,ccm,0.3485268895981834
1472,Marc Perrone,musette,0.2855912715175029
1473,Leonardo Favio,singer-songwriter,0.3984075199761793
1474,Patrick Bruel,cabaret,0.4327543367664601
1475,Julie Zenatti,chanson,0.43485958934341257
1476,Los Tres Diamantes,bolero,0.31575719982488604
1477,Small Facers,rock 'n roll,0.44905257515374747
1478,Michael Landau,instrumental rock,0.3070535269426299
1479,Jack Sheldon,bebop,0.3156170640787539
1480,Handsome Boy Modeling School,alternative dance,0.4108507871165923
1481,Major Lance,neo soul,0.3639301878559263
1482,Doyle Bramhall,blues-rock,0.29296817047544627
1483,Fall Out Boy,pop punk,0.5666228875581625
1484,Deckard,tech house,0.30119606462728515
1485,Bedwetters,hardcore punk,0.4140794730317521
1486,The Refreshments,post-grunge,0.3524101268104496
1487,Organ Donors,hard house,0.40549840348588584
1488,Mirah,folk-pop,0.46136936899324926
1489,Charlie Byrd / Laurindo Almeida,bossa nova,0.31055608317952577
1490,Clarisse Lavanant,chanson francaise,0.0
1491,The Skabs,synth punk,0.2796640025089138
1492,Kassav',zouk,0.4367302210885851
1493,BeauSoleil,zydeco,0.3384545759055513
1494,Michelle Tumes,ccm,0.39599952273493794
1495,Olivier Messiaen,religious music,0.41910041303433604
1496,From Autumn To Ashes,post-hardcore,0.5054531534296305
1497,The Jackson Southernaires,southern gospel,0.31143764032728327
1498,Cristy Lane,ccm,0.3379207502523265
1499,Humble Pie,blues-rock,0.4024958799867582
1500,Patton Oswalt,parody,0.4536297180686329
1501,Barrio Obrero,los angeles,0.2973207381866574
1502,Supertalented,lo-fi,0.0
1503,45 Grave,deathrock,0.39918628529592
1504,Roommate,dubstep,0.330647740787886
1505,Brian Tyler,soundtrack,0.4426967195814664
1506,Brian Eno And David Byrne,art rock,0.42360891263941286
1507,Edu Lobo,brazilian pop music,0.0
1508,Nestor Torres,latin jazz,0.3531562974667231
1509,Philip Glass,chamber music,0.4662243003452983
1510,Stephan Micus,free improvisation,0.36553375619798023
1511,Edmond Leung,cantonese pop,0.3498862891327602
1512,Janice Robinson,tribal house,0.36700657053934316
1513,The Aftermath,gabba,0.3389203449697267
1514,Coldplay,piano rock,0.9160532282837347
1515,ZO2,hard rock,0.3452411367594495
1516,Ed Byrne,comedy,0.3578170742518158
1517,Andrew W.K.,alternative metal,0.5094560008533419
1518,Onyx,hip hop,0.42128726251105253
1519,Burning Spear,roots reggae,0.4652702100858289
1520,Methods Of Mayhem / Scott Kirkland,hardstyle,0.3976478301695002
1521,Bryan Ferry,glam rock,0.5618305379392137
1522,BLEED THE SKY,groove metal,0.43317302311408973
1523,Fred Locks,roots reggae,0.29290676890582723
1524,Sasha,progressive house,0.453731585998959
1525,Dolores Keane,irish folk,0.3480000192012373
1526,Lauren Wagner & Fred Weldy,turnablism,0.0
1527,Mr. Sancho,gangster rap,0.345015639014518
1528,Tony Danza Tap Dance Extravaganza_ The,math-core,0.3980361069123988
1529,Hurricane,glam metal,0.3460582199214695
1530,Adolph Hofner,western swing,0.25366003511709817
1531,Charlie McCoy,country gospel,0.2859898082677068
1532,Cockney Rejects,oi,0.42865098878987407
1533,D.O.W.N.,southern rock,0.5425339931632684
1534,SOL,funeral doom,0.0
